Rank;Title;Artists;Date;Danceability;Energy;Loudness;Speechiness;Acousticness;Instrumentalness;Valence;Points;Day in trending
9;Anti-Hero;Taylor Swift;27/01/2023;0.637;0.643;-6.571.000;0.052;0.130;0.000;0.533;192;149
151;Apocalypse;Cigarettes After Sex;27/01/2023;0.369;0.467;-9.018.000;0.027;0.019;0.460;0.174;50;148
6;As It Was;Harry Styles;27/01/2023;0.520;0.731;-5.338.000;0.056;0.342;0.001;0.662;195;149
53;Bad Habit;Steve Lacy;27/01/2023;0.686;0.494;-7.093.000;0.036;0.613;0.000;0.700;148;149
194;Bad Habits;Ed Sheeran;27/01/2023;0.807;0.893;-3.745.000;0.035;0.045;0.000;0.537;7;19
29;Bebe Dame;Fuerza Regida, Grupo Frontera;27/01/2023;0.529;0.602;-4.629.000;0.046;0.299;0.000;0.756;172;149
141;Believer;Imagine Dragons;27/01/2023;0.776;0.780;-4.374.000;0.128;0.062;0.000;0.666;60;149
196;"Besharam Rang (From ""Pathaan"")";Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Vishal Dadlani, Shekhar Ravjiani, Kumaar;27/01/2023;0.773;0.795;-5.537.000;0.041;0.059;0.002;0.649;5;16
118;Besos Moja2;Wisin & Yandel, ROSALÍA;27/01/2023;0.736;0.727;-4.642.000;0.057;0.058;0.000;0.644;83;68
146;Blank Space;Taylor Swift;27/01/2023;0.760;0.703;-5.412.000;0.054;0.103;0.000;0.570;55;148
65;Blinding Lights;The Weeknd;27/01/2023;0.514;0.730;-5.934.000;0.060;0.001;0.000;0.334;136;149
61;Bloody Mary;Lady Gaga;27/01/2023;0.591;0.637;-6.365.000;0.030;0.011;0.000;0.432;140;77
99;Bombonzinho - Ao Vivo;Israel & Rodolffo, A Castela;27/01/2023;0.651;0.947;-3.669.000;0.054;0.305;0.000;0.722;102;79
37;Bones;Imagine Dragons;27/01/2023;0.772;0.750;-3.670;0.046;0.020;0.000;0.587;164;149
75;CAIRO;KAROL G, Ovy On The Drums;27/01/2023;0.951;0.692;-4.038.000;0.312;0.472;0.000;0.431;126;105
130;Call Out My me;The Weeknd;27/01/2023;0.461;0.593;-4.954.000;0.036;0.170;0.000;0.175;71;119
116;Calm Down;Rema;27/01/2023;0.814;0.789;-6.290;0.041;0.365;0.001;0.842;85;77
10;Calm Down (with Selena Gomez);Rema, Selena Gomez;27/01/2023;0.801;0.806;-5.206.000;0.038;0.382;0.001;0.802;191;149
152;Can't Hold Us (feat. Ray Dalton);Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton;27/01/2023;0.633;0.927;-4.468.000;0.084;0.027;0.000;0.880;49;132
186;Ch y la Pizza;Fuerza Regida, Natanael Cano;27/01/2023;0.628;0.668;-2.722.000;0.117;0.329;0.000;0.845;15;125
63;CHORRITO PA LAS ANIMAS;Feid;27/01/2023;0.743;0.831;-4.042.000;0.058;0.114;0.000;0.609;138;148
71;Cold Heart - PNAU Remix;Elton John, Dua Lipa, PNAU;27/01/2023;0.795;0.800;-6.320;0.031;0.035;0.000;0.934;130;149
181;Counting Stars;OneRepublic;27/01/2023;0.664;0.705;-4.972.000;0.038;0.065;0.000;0.477;20;148
4;Creepin' (with The Weeknd & 21 Savage);Metro Boomin, The Weeknd, 21 Savage;27/01/2023;0.715;0.620;-6.005.000;0.048;0.417;0.000;0.172;197;149
39;CUFF IT;Beyoncé;27/01/2023;0.780;0.689;-5.668.000;0.141;0.037;0.000;0.642;162;145
96;Dandelions;Ruth B.;27/01/2023;0.609;0.692;-2.958.000;0.026;0.016;0.000;0.454;105;149
158;Dark Red;Steve Lacy;27/01/2023;0.603;0.784;-4.023.000;0.062;0.446;0.000;0.769;43;101
159;Dawns (feat. Maggie Rogers);Zach Bryan, Maggie Rogers;27/01/2023;0.447;0.441;-7.658.000;0.046;0.874;0.000;0.286;42;1
48;DESPECHÁ;ROSALÍA;27/01/2023;0.914;0.622;-6.538.000;0.089;0.146;0.000;0.770;153;142
73;Devil by the Window;TOMORROW X TOGETHER;27/01/2023;0.536;0.596;-5.799.000;0.098;0.059;0.000;0.643;128;2
18;Die For You;The Weeknd;27/01/2023;0.586;0.525;-7.163.000;0.062;0.111;0.000;0.508;183;181
189;Die For You;Joji;27/01/2023;0.472;0.518;-7.379.000;0.051;0.383;0.127;0.154;12;181
21;Ditto;NewJeans;27/01/2023;0.814;0.641;-5.957.000;0.111;0.027;0.000;0.183;180;145
149;Do I Wanna Know?;Arctic Monkeys;27/01/2023;0.548;0.532;-7.596.000;0.032;0.186;0.000;0.405;52;139
182;Doja;Central Cee;27/01/2023;0.911;0.573;-7.430;0.288;0.380;0.000;0.972;19;26
188;Don't Blame Me;Taylor Swift;27/01/2023;0.615;0.534;-6.719.000;0.039;0.106;0.000;0.193;13;70
165;Dream On;Aerosmith;27/01/2023;0.393;0.433;-10.045.000;0.026;0.390;0.000;0.238;36;20
153;Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack];Jung Kook, BTS, FIFA Sound;27/01/2023;0.710;0.879;-4.218.000;0.042;0.158;0.001;0.341;48;44
121;Easy On Me;Adele;27/01/2023;0.604;0.366;-7.519.000;0.028;0.578;0.000;0.130;80;148
68;Efecto;Bad Bunny;27/01/2023;0.801;0.475;-8.797.000;0.052;0.141;0.000;0.234;133;149
143;Enemy (with JID) - from the series Arcane League of Legends;Imagine Dragons, JID, Arcane, League of Legends;27/01/2023;0.728;0.783;-4.424.000;0.266;0.237;0.000;0.555;58;96
11;Escapism.;RAYE, 070 Shake;27/01/2023;0.538;0.742;-5.355.000;0.114;0.138;0.000;0.250;190;149
113;Escapism. - Sped Up;RAYE, 070 Shake;27/01/2023;0.435;0.768;-5.352.000;0.201;0.086;0.000;0.378;88;44
169;Eu Gosto Assim - Ao Vivo;Gustavo Mioto, Mari Ferndez;27/01/2023;0.636;0.909;-3.685.000;0.044;0.149;0.000;0.610;32;29
171;Everybody Wants To Rule The World;Tears For Fears;27/01/2023;0.645;0.795;-12.095.000;0.053;0.347;0.004;0.535;30;105
91;Farewell, Neverland;TOMORROW X TOGETHER;27/01/2023;0.615;0.645;-5.870;0.134;0.357;0.000;0.787;110;1
36;Feliz Cumpleaños Ferxxo;Feid;27/01/2023;0.865;0.573;-5.501.000;0.068;0.086;0.000;0.563;165;149
54;Fin de Semana;Oscar Maydon, Junior H;27/01/2023;0.699;0.541;-4.943.000;0.083;0.063;0.000;0.365;147;134
1;Flowers;Miley Cyrus;27/01/2023;0.707;0.681;-4.325.000;0.067;0.063;0.000;0.646;200;137
172;Gangsta's Paradise;Coolio, L.V.;27/01/2023;0.647;0.514;-10.050;0.059;0.066;0.000;0.386;29;97
41;Gato de Noche;Ñengo Flow, Bad Bunny;27/01/2023;0.892;0.662;-3.894.000;0.162;0.169;0.000;0.607;160;126
155;Ghost;Justin Bieber;27/01/2023;0.601;0.741;-5.569.000;0.048;0.185;0.000;0.441;46;149
78;Glimpse of Us;Joji;27/01/2023;0.440;0.317;-9.258.000;0.053;0.891;0.000;0.268;123;145
19;golden hour;JVKE;27/01/2023;0.515;0.593;-4.801.000;0.032;0.653;0.162;0.153;182;149
177;GOSSIP (feat. Tom Morello);Måneskin, Tom Morello;27/01/2023;0.704;0.819;-2.974.000;0.063;0.002;0.000;0.914;24;3
112;Happy Fools (feat. Coi Leray);TOMORROW X TOGETHER, Coi Leray;27/01/2023;0.698;0.742;-5.366.000;0.251;0.158;0.000;0.545;89;1
168;Heart To Heart;Mac DeMarco;27/01/2023;0.901;0.136;-16.127.000;0.102;0.667;0.354;0.643;33;78
64;Heat Waves;Glass Animals;27/01/2023;0.761;0.525;-6.900;0.094;0.440;0.000;0.531;137;149
17;Here With Me;d4vd;27/01/2023;0.574;0.469;-8.209.000;0.025;0.534;0.000;0.288;184;149
16;Hey Mor;Ozuna, Feid;27/01/2023;0.901;0.589;-6.713.000;0.289;0.003;0.000;0.399;185;149
92;Hey, Mickey!;Baby Tate;27/01/2023;0.912;0.507;-11.952.000;0.059;0.579;0.000;0.725;109;20
144;How Do I Say Goodbye;Dean Lewis;27/01/2023;0.400;0.641;-6.303.000;0.067;0.214;0.000;0.393;57;33
108;Hype Boy;NewJeans;27/01/2023;0.593;0.935;-3.430;0.225;0.268;0.000;0.783;93;84
20;I Ain't Worried;OneRepublic;27/01/2023;0.704;0.797;-5.927.000;0.048;0.083;0.001;0.825;181;149
126;I Like You (A Happier Song) (with Doja Cat);Post Malone, Doja Cat;27/01/2023;0.733;0.670;-6.009.000;0.075;0.121;0.000;0.472;75;81
170;I Love You So;The Walters;27/01/2023;0.575;0.648;-4.891.000;0.036;0.583;0.000;0.466;31;106
32;I Wanna Be Yours;Arctic Monkeys;27/01/2023;0.464;0.417;-9.345.000;0.026;0.136;0.022;0.479;169;149
82;I Was Never There;The Weeknd, Gesaffelstein;27/01/2023;0.323;0.737;-4.008.000;0.034;0.142;0.000;0.155;119;140
195;I Wish you Roses;Kali Uchis;27/01/2023;0.467;0.624;-8.511.000;0.051;0.143;0.001;0.310;6;3
7;I'm Good (Blue);David Guetta, Bebe Rexha;27/01/2023;0.561;0.965;-3.673.000;0.034;0.004;0.000;0.304;194;149
56;I'm Not Here To Make Friends;Sam Smith, Calvin Harris Jessie Reyez;27/01/2023;0.698;0.895;-4.439.000;0.063;0.172;0.000;0.838;145;27
190;INDUSTRY BABY (feat. Jack Harlow);Lil Nas X, Jack Harlow;27/01/2023;0.741;0.691;-7.395.000;0.067;0.022;0.000;0.892;11;40
176;Jhoome Jo Pathaan;Vishal-Shekhar, Arijit Singh, Sukriti Kakar, Vishal Dadlani, Shekhar Ravjiani, Kumaar;27/01/2023;0.817;0.738;-7.639.000;0.075;0.096;0.000;0.616;25;17
114;Jimmy Cooks (feat. 21 Savage);Drake, 21 Savage;27/01/2023;0.529;0.673;-4.711.000;0.175;0.000;0.000;0.366;87;145
49;Just Wan Rock;Lil Uzi Vert;27/01/2023;0.486;0.545;-7.924.000;0.034;0.065;0.005;0.039;152;120
3;Kill Bill;SZA;27/01/2023;0.644;0.735;-5.747.000;0.039;0.052;0.144;0.418;198;149
110;Komet;Udo Lindenberg, Apache 207;27/01/2023;0.550;0.500;-5.779.000;0.045;0.285;0.000;0.351;91;16
8;La Bachata;Manuel Turizo;27/01/2023;0.835;0.679;-5.329.000;0.036;0.583;0.000;0.850;193;149
167;LA CANCIÓN;J Balvin, Bad Bunny;27/01/2023;0.754;0.646;-5.795.000;0.317;0.152;0.000;0.429;34;88
145;LA INOCENTE;Mora, Feid;27/01/2023;0.757;0.789;-3.460;0.058;0.307;0.000;0.464;56;118
13;La Jumpa;Arcángel, Bad Bunny;27/01/2023;0.887;0.234;-14.520;0.178;0.111;0.670;0.197;188;149
90;Late Night Talking;Harry Styles;27/01/2023;0.714;0.728;-4.595.000;0.047;0.298;0.000;0.901;111;121
59;Lavender Haze;Taylor Swift;27/01/2023;0.733;0.436;-10.489.000;0.080;0.258;0.001;0.098;142;149
52;Leão;Marília Mendonça;27/01/2023;0.743;0.865;-3.897.000;0.032;0.449;0.000;0.794;149;114
142;Left and Right (Feat. Jung Kook of BTS);Charlie Puth, Jung Kook, BTS;27/01/2023;0.881;0.592;-4.898.000;0.032;0.619;0.000;0.719;59;108
27;LET GO;Central Cee;27/01/2023;0.735;0.449;-9.933.000;0.383;0.859;0.000;0.514;174;90
137;Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By;Rihanna;27/01/2023;0.247;0.299;-6.083.000;0.032;0.899;0.000;0.172;64;55
26;LLYLM;ROSALÍA;27/01/2023;0.555;0.634;-5.522.000;0.273;0.129;0.000;0.555;175;27
178;Locked out of Heaven;Bruno Mars;27/01/2023;0.728;0.697;-4.125.000;0.046;0.056;0.000;0.870;23;62
85;LOKERA;Rauw Alejandro, Lyanno, Brray;27/01/2023;0.836;0.826;-2.660;0.046;0.213;0.000;0.579;116;101
175;Lose Yourself;Eminem;27/01/2023;0.686;0.735;-4.616.000;0.264;0.009;0.001;0.060;26;120
175;"Lose Yourself - From ""8 Mile"" Soundtrack";Eminem;27/01/2023;0.686;0.735;-4.616.000;0.264;0.009;0.001;0.060;26;103
55;Love Again;The Kid LAROI;27/01/2023;0.662;0.398;-6.691.000;0.028;0.716;0.000;0.468;146;41
105;lovely (with Khalid);Billie Eilish, Khalid;27/01/2023;0.351;0.296;-10.109.000;0.033;0.934;0.000;0.120;96;149
74;Low;SZA;27/01/2023;0.698;0.546;-7.234.000;0.056;0.425;0.003;0.335;127;99
67;Maan Meri Jaan;King;27/01/2023;0.698;0.505;-8.242.000;0.036;0.354;0.000;0.396;134;74
23;Made You Look;Meghan Trainor;27/01/2023;0.838;0.525;-3.562.000;0.067;0.345;0.000;0.884;178;135
76;Marisola - Remix;Cris Mj, Duki, Nicki Nicole, Standly, Stars Music Chile;27/01/2023;0.765;0.872;-5.863.000;0.050;0.173;0.000;0.722;125;99
35;Me Porto Bonito;Bad Bunny, Chencho Corleone;27/01/2023;0.911;0.712;-5.105.000;0.082;0.090;0.000;0.425;166;149
102;METAMORPHOSIS;INTERWORLD;27/01/2023;0.593;0.641;-12.727.000;0.099;0.426;0.901;0.147;99;148
198;MIDDLE OF THE NIGHT;Elley Duhé;27/01/2023;0.410;0.611;-8.271.000;0.047;0.023;0.000;0.090;3;36
125;Midnight Rain;Taylor Swift;27/01/2023;0.643;0.363;-11.738.000;0.077;0.690;0.000;0.230;76;83
30;Miss You;Oliver Tree, Robin Schulz;27/01/2023;0.587;0.742;-6.640;0.053;0.013;0.001;0.199;171;97
28;Mockingbird;Eminem;27/01/2023;0.637;0.678;-3.798.000;0.266;0.209;0.000;0.254;173;149
60;Monotonía;Shakira, Ozuna;27/01/2023;0.873;0.695;-4.207.000;0.046;0.419;0.000;0.823;141;81
84;MOONLIGHT SUNRISE;TWICE;27/01/2023;0.747;0.782;-3.255.000;0.062;0.384;0.000;0.600;117;16
134;Moscow Mule;Bad Bunny;27/01/2023;0.804;0.674;-5.453.000;0.033;0.294;0.000;0.292;67;73
191;Muñecas;TINI, La Joaqui, Steve Aoki;27/01/2023;0.681;0.711;-4.790;0.085;0.028;0.000;0.826;10;22
109;Murder In My Mind;Kordhell;27/01/2023;0.712;0.972;-0.514;0.112;0.005;0.000;0.568;92;102
87;Neverita;Bad Bunny;27/01/2023;0.876;0.498;-7.511.000;0.048;0.071;0.000;0.428;114;81
184;Night Changes;One Direction;27/01/2023;0.672;0.520;-7.747.000;0.035;0.859;0.000;0.370;17;149
100;No Role Modelz;J. Cole;27/01/2023;0.690;0.521;-8.492.000;0.339;0.324;0.000;0.494;101;149
107;No Se Va - En Vivo;Grupo Frontera;27/01/2023;0.594;0.527;-9.335.000;0.034;0.121;0.000;0.692;94;110
72;Nobody Gets Me;SZA;27/01/2023;0.358;0.284;-8.285.000;0.029;0.805;0.000;0.276;129;75
62;Nonsense;Sabrina Carpenter;27/01/2023;0.740;0.697;-4.912.000;0.034;0.027;0.000;0.732;139;138
138;Normal;Feid;27/01/2023;0.709;0.560;-4.867.000;0.171;0.034;0.000;0.541;63;147
69;Ojitos Lindos;Bad Bunny, Bomba Estéreo;27/01/2023;0.647;0.686;-5.745.000;0.041;0.080;0.000;0.268;132;149
24;OMG;NewJeans;27/01/2023;0.804;0.771;-4.067.000;0.043;0.357;0.000;0.739;177;148
166;One Kiss (with Dua Lipa);Calvin Harris, Dua Lipa;27/01/2023;0.791;0.862;-3.240;0.110;0.037;0.000;0.592;35;66
128;PANTIES Y BRASIERES;Rauw Alejandro, Daddy Yankee;27/01/2023;0.758;0.888;-2.851.000;0.071;0.340;0.001;0.408;73;2
179;Party In The U.S.A.;Miley Cyrus;27/01/2023;0.652;0.698;-4.667.000;0.042;0.001;0.000;0.470;22;17
88;People;Libianca;27/01/2023;0.573;0.422;-7.621.000;0.068;0.551;0.000;0.693;113;139
122;Perfect;Ed Sheeran;27/01/2023;0.599;0.448;-6.312.000;0.023;0.163;0.000;0.168;79;149
83;PLAYA DEL INGLÉS;Quevedo, Myke Towers;27/01/2023;0.793;0.736;-3.254.000;0.047;0.082;0.000;0.656;118;97
97;Players;Coi Leray;27/01/2023;0.954;0.516;-5.817.000;0.160;0.030;0.000;0.624;104;131
66;PRC;Peso Pluma, Natanael Cano;27/01/2023;0.784;0.826;-6.340;0.054;0.097;0.000;0.893;135;125
127;PROVENZA;KAROL G;27/01/2023;0.870;0.516;-8.006.000;0.054;0.656;0.008;0.530;74;149
147;PUNTO 40;Rauw Alejandro, Baby Rasta;27/01/2023;0.857;0.829;-0.484;0.084;0.001;0.015;0.208;54;38
34;PUNTO G;Quevedo;27/01/2023;0.751;0.761;-4.113.000;0.150;0.251;0.000;0.553;167;140
160;Qué Agonía;Yuridia, Ángela Aguilar;27/01/2023;0.732;0.573;-5.733.000;0.024;0.560;0.000;0.882;41;68
58;Que Vuelvas;Carin Leon, Grupo Frontera;27/01/2023;0.491;0.643;-4.309.000;0.044;0.187;0.000;0.779;143;149
14;Quevedo: Bzrp Music Sessions, Vol. 52;Bizarrap, Quevedo;27/01/2023;0.621;0.782;-5.548.000;0.044;0.013;0.033;0.550;187;149
163;Revenge;XXXTENTACION;27/01/2023;0.746;0.251;-16.169.000;0.259;0.782;0.002;0.180;38;77
25;Rich Flex;Drake, 21 Savage;27/01/2023;0.561;0.520;-9.342.000;0.244;0.050;0.000;0.424;176;149
133;Riptide;Vance Joy;27/01/2023;0.484;0.731;-6.694.000;0.038;0.431;0.000;0.510;68;149
44;Romantic Homicide;d4vd;27/01/2023;0.571;0.544;-10.613.000;0.030;0.453;0.008;0.216;157;149
199;Running Up That Hill (A Deal With God);Kate Bush;27/01/2023;0.629;0.547;-13.123.000;0.055;0.720;0.003;0.197;2;25
104;Save Your Tears;The Weeknd;27/01/2023;0.680;0.826;-5.487.000;0.031;0.021;0.000;0.644;97;149
120;Save Your Tears (Remix) (with Ariana Grande);The Weeknd, Ariana Grande;27/01/2023;0.650;0.825;-4.645.000;0.033;0.022;0.000;0.593;81;117
162;Set Fire to the Rain;Adele;27/01/2023;0.603;0.670;-3.882.000;0.025;0.004;0.000;0.446;39;131
156;Sex, Drugs, Etc.;Beach Weather;27/01/2023;0.572;0.839;-5.083.000;0.038;0.013;0.010;0.465;45;69
2;Shakira: Bzrp Music Sessions, Vol. 53;Bizarrap, Shakira;27/01/2023;0.778;0.632;-5.600;0.049;0.274;0.000;0.498;199;138
94;Shinunoga E-Wa;Fujii Kaze;27/01/2023;0.600;0.760;-6.124.000;0.045;0.166;0.000;0.519;107;73
119;Shirt;SZA;27/01/2023;0.848;0.512;-7.720;0.102;0.228;0.002;0.572;82;60
140;Shivers;Ed Sheeran;27/01/2023;0.788;0.859;-2.724.000;0.086;0.281;0.000;0.822;61;142
157;Shut Down;BLACKPINK;27/01/2023;0.818;0.690;-5.119.000;0.045;0.003;0.000;0.688;44;122
136;Shut up My Moms Calling;Hotel Ugly;27/01/2023;0.485;0.409;-10.711.000;0.101;0.325;0.000;0.376;65;132
57;Snooze;SZA;27/01/2023;0.559;0.551;-7.231.000;0.132;0.141;0.000;0.392;144;146
123;Someone You Loved;Lewis Capaldi;27/01/2023;0.501;0.405;-5.679.000;0.032;0.751;0.000;0.446;78;149
111;Something in the Orange;Zach Bryan;27/01/2023;0.369;0.192;-12.151.000;0.040;0.555;0.000;0.148;90;101
185;Somewhere Only We Know;Keane;27/01/2023;0.448;0.665;-4.203.000;0.026;0.060;0.000;0.304;16;122
40;SP;Rosa Linn;27/01/2023;0.565;0.636;-8.198.000;0.064;0.107;0.000;0.525;161;120
173;Space Song;Beach House;27/01/2023;0.508;0.792;-7.311.000;0.030;0.229;0.124;0.601;28;61
79;SPIT IN MY FACE!;ThxSoMch;27/01/2023;0.730;0.785;-6.512.000;0.055;0.046;0.022;0.649;122;92
106;STAR WALKIN' (League of Legends Worlds Anthem);Lil Nas X;27/01/2023;0.637;0.715;-4.971.000;0.046;0.148;0.000;0.308;95;61
42;Starboy;The Weeknd, Daft Punk;27/01/2023;0.679;0.587;-7.015.000;0.276;0.141;0.000;0.486;159;149
148;Stargirl Interlude;The Weeknd, La Del Rey;27/01/2023;0.715;0.470;-12.638.000;0.077;0.353;0.092;0.426;53;139
45;STAY (with Justin Bieber);The Kid LAROI, Justin Bieber;27/01/2023;0.591;0.764;-5.484.000;0.048;0.038;0.000;0.478;156;149
38;Sugar Rush Ride;TOMORROW X TOGETHER;27/01/2023;0.712;0.893;-3.995.000;0.085;0.008;0.000;0.828;163;13
161;Summertime Sadness;Lana Del Rey;27/01/2023;0.568;0.646;-6.793.000;0.033;0.046;0.000;0.211;40;148
164;Sunroof;Nicky Youre, dazy;27/01/2023;0.768;0.714;-5.110;0.040;0.352;0.000;0.842;37;87
33;Superhero (Heroes & Villains) [with Future & Chris Brown];Metro Boomin, Future, Chris Brown;27/01/2023;0.526;0.606;-5.300;0.259;0.152;0.000;0.492;168;149
135;Superman;Eminem, Dina Rae;27/01/2023;0.802;0.755;-3.138.000;0.056;0.022;0.000;0.580;66;136
15;Sure Thing;Miguel;27/01/2023;0.684;0.607;-8.127.000;0.100;0.027;0.000;0.498;186;149
50;Sweater Weather;The Neighbourhood;27/01/2023;0.612;0.807;-2.810;0.034;0.050;0.018;0.398;151;149
139;Te Felicito;Shakira, Rauw Alejandro;27/01/2023;0.695;0.636;-4.654.000;0.317;0.234;0.000;0.575;62;38
200;the BLACK seminole.;Lil Yachty;27/01/2023;0.302;0.557;-5.737.000;0.033;0.063;0.344;0.103;1;1
77;The Color Violet;Tory Lanez;27/01/2023;0.645;0.534;-10.800;0.048;0.157;0.000;0.463;124;141
154;The Hills;The Weeknd;27/01/2023;0.585;0.564;-7.063.000;0.052;0.067;0.000;0.137;47;116
192;THE LONELIEST;Måneskin;27/01/2023;0.525;0.599;-5.001.000;0.028;0.002;0.000;0.226;9;12
129;The Real Slim Shady;Eminem;27/01/2023;0.949;0.661;-4.244.000;0.057;0.030;0.000;0.760;72;147
117;Those Eyes;New West;27/01/2023;0.593;0.352;-8.296.000;0.028;0.695;0.000;0.226;84;149
70;Tinnitus (Wan be a rock);TOMORROW X TOGETHER;27/01/2023;0.900;0.725;-6.213.000;0.135;0.179;0.001;0.791;131;4
43;Tití Me Preguntó;Bad Bunny;27/01/2023;0.650;0.715;-5.198.000;0.253;0.099;0.000;0.187;158;149
174;TV;Billie Eilish;27/01/2023;0.412;0.236;-15.159.000;0.038;0.830;0.007;0.119;27;39
46;Under The Influence;Chris Brown;27/01/2023;0.733;0.690;-5.529.000;0.043;0.064;0.000;0.310;155;149
5;Unholy (feat. Kim Petras);Sam Smith, Kim Petras;27/01/2023;0.712;0.463;-7.399.000;0.080;0.011;0.000;0.206;196;149
101;Unstoppable;Sia;27/01/2023;0.468;0.779;-4.839.000;0.078;0.112;0.000;0.260;100;149
86;Until I Found You;Stephen Sanchez;27/01/2023;0.346;0.500;-6.097.000;0.039;0.757;0.000;0.191;115;147
31;Until I Found You (with Em Beihold) - Em Beihold Version;Stephen Sanchez, Em Beihold;27/01/2023;0.551;0.550;-5.339.000;0.029;0.777;0.000;0.342;170;149
81;VIBE (feat. Jimin of BTS);TAEYANG, Jimin;27/01/2023;0.780;0.683;-5.319.000;0.058;0.080;0.000;0.608;120;34
98;VISTA AL MAR;Quevedo;27/01/2023;0.759;0.561;-5.643.000;0.131;0.803;0.121;0.491;103;76
103;Viva La Vida;Coldplay;27/01/2023;0.486;0.617;-7.115.000;0.029;0.095;0.000;0.417;98;149
193;WANDA;Quevedo;27/01/2023;0.724;0.631;-4.420;0.069;0.249;0.000;0.957;8;59
132;Watermelon Sugar;Harry Styles;27/01/2023;0.548;0.816;-4.209.000;0.047;0.122;0.000;0.557;69;149
80;When I Was Your Man;Bruno Mars;27/01/2023;0.601;0.271;-8.688.000;0.040;0.937;0.000;0.411;121;148
197;Where Are You Now;Lost Frequencies, Calum Scott;27/01/2023;0.671;0.636;-8.117.000;0.103;0.515;0.000;0.262;4;25
180;Why'd You Only Call Me When You're High?;Arctic Monkeys;27/01/2023;0.691;0.631;-6.478.000;0.037;0.048;0.000;0.800;21;120
93;Without Me;Eminem;27/01/2023;0.908;0.669;-2.827.000;0.074;0.003;0.000;0.662;108;149
187;WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1;TWISTED, Oliver Tree;27/01/2023;0.604;0.601;-7.887.000;0.063;0.150;0.001;0.156;14;33
12;Yandel 150;Yandel, Feid;27/01/2023;0.783;0.729;-3.549.000;0.069;0.049;0.000;0.580;189;146
124;Yellow;Coldplay;27/01/2023;0.429;0.661;-7.227.000;0.028;0.002;0.000;0.285;77;149
46;10:35;Tiësto, Tate McRae;26/01/2023;0.696;0.793;-5.733.000;0.097;0.068;0.000;0.698;155;120
84;505;Arctic Monkeys;26/01/2023;0.520;0.852;-5.866.000;0.054;0.002;0.000;0.234;117;149
128;About Damn Time;Lizzo;26/01/2023;0.836;0.743;-6.305.000;0.065;0.097;0.000;0.723;73;66
165;After Dark;Mr.Kitty;26/01/2023;0.578;0.600;-10.491.000;0.032;0.068;0.417;0.039;36;38
117;AHORA QUÉ;Quevedo;26/01/2023;0.447;0.765;-5.457.000;0.094;0.212;0.000;0.542;84;11
51;AMG;Natanael Cano, Peso Pluma, Gabito Ballesteros;26/01/2023;0.772;0.730;-6.657.000;0.097;0.152;0.000;0.786;150;144
22;Another Love;Tom Odell;26/01/2023;0.442;0.538;-8.550;0.045;0.717;0.000;0.139;179;149
97;ANTIFRAGILE;LE SSERAFIM;26/01/2023;0.882;0.797;-3.299.000;0.082;0.082;0.000;0.824;104;63
8;Anti-Hero;Taylor Swift;26/01/2023;0.637;0.643;-6.571.000;0.052;0.130;0.000;0.533;193;149
122;Apocalypse;Cigarettes After Sex;26/01/2023;0.369;0.467;-9.018.000;0.027;0.019;0.460;0.174;79;148
6;As It Was;Harry Styles;26/01/2023;0.520;0.731;-5.338.000;0.056;0.342;0.001;0.662;195;149
176;Atlantis;Seafret;26/01/2023;0.400;0.479;-7.989.000;0.031;0.053;0.000;0.213;25;33
44;Bad Habit;Steve Lacy;26/01/2023;0.686;0.494;-7.093.000;0.036;0.613;0.000;0.700;157;149
186;Bad Habits;Ed Sheeran;26/01/2023;0.807;0.893;-3.745.000;0.035;0.045;0.000;0.537;15;19
32;Bebe Dame;Fuerza Regida, Grupo Frontera;26/01/2023;0.529;0.602;-4.629.000;0.046;0.299;0.000;0.756;169;149
133;Believer;Imagine Dragons;26/01/2023;0.776;0.780;-4.374.000;0.128;0.062;0.000;0.666;68;149
197;"Besharam Rang (From ""Pathaan"")";Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Vishal Dadlani, Shekhar Ravjiani, Kumaar;26/01/2023;0.773;0.795;-5.537.000;0.041;0.059;0.002;0.649;4;16
124;Besos Moja2;Wisin & Yandel, ROSALÍA;26/01/2023;0.736;0.727;-4.642.000;0.057;0.058;0.000;0.644;77;68
142;Blank Space;Taylor Swift;26/01/2023;0.760;0.703;-5.412.000;0.054;0.103;0.000;0.570;59;148
199;Blind;SZA;26/01/2023;0.461;0.279;-11.776.000;0.037;0.911;0.000;0.599;2;25
59;Blinding Lights;The Weeknd;26/01/2023;0.514;0.730;-5.934.000;0.060;0.001;0.000;0.334;142;149
52;Bloody Mary;Lady Gaga;26/01/2023;0.591;0.637;-6.365.000;0.030;0.011;0.000;0.432;149;77
135;Bombonzinho - Ao Vivo;Israel & Rodolffo, A Castela;26/01/2023;0.651;0.947;-3.669.000;0.054;0.305;0.000;0.722;66;79
35;Bones;Imagine Dragons;26/01/2023;0.772;0.750;-3.670;0.046;0.020;0.000;0.587;166;149
